timestamp,frame_id,class_name,confidence,x_min,y_min,x_max,y_max,car_count,truck_count,ambulance_count,fire_hydrant
2024-11-08 01:10:00,70,truck,0.9,36,189,117,254,0,1,0,
2024-11-08 01:11:00,71,ambulance,0.98,240,290,445,474,0,0,1,
2024-11-08 01:12:00,72,bus,0.61,248,355,389,483,0,0,0,
2024-11-08 01:13:00,73,motorbike,0.89,199,443,633,454,0,0,0,
2024-11-08 01:14:00,74,fire_hydrant,0.94,180,195,336,226,0,0,0,
2024-11-08 01:15:00,75,car,0.93,330,139,703,278,1,0,0,
2024-11-08 01:16:00,76,car,0.63,173,323,399,806,1,0,0,
2024-11-08 01:17:00,77,car,0.82,240,393,500,493,1,0,0,
2024-11-08 01:18:00,78,ambulance,0.68,187,449,466,702,0,0,1,
2024-11-08 01:19:00,79,motorbike,0.74,106,19,352,153,0,0,0,
2024-11-08 01:20:00,80,truck,0.83,174,27,592,525,0,1,0,
2024-11-08 01:21:00,81,car,0.95,371,358,580,457,1,0,0,
2024-11-08 01:22:00,82,motorbike,0.8,405,214,688,287,0,0,0,
2024-11-08 01:23:00,83,truck,0.94,442,175,921,226,0,1,0,
2024-11-08 01:24:00,84,fire_hydrant,0.61,264,181,525,410,0,0,0,
2024-11-08 01:25:00,85,fire_hydrant,0.94,126,78,605,305,0,0,0,
2024-11-08 01:26:00,86,ambulance,0.7,456,354,690,386,0,0,1,
2024-11-08 01:27:00,87,motorbike,0.66,391,396,536,502,0,0,0,
2024-11-08 01:28:00,88,fire_hydrant,0.9,1,51,317,508,0,0,0,
2024-11-08 01:29:00,89,truck,0.89,212,93,619,244,0,1,0,
2024-11-08 01:30:00,90,truck,0.91,317,168,746,319,0,1,0,
2024-11-08 01:31:00,91,bus,0.93,413,223,546,358,0,0,0,
2024-11-08 01:32:00,92,ambulance,0.79,432,366,881,784,0,0,1,
2024-11-08 01:33:00,93,car,0.81,410,464,433,569,1,0,0,
2024-11-08 01:34:00,94,ambulance,0.83,185,196,423,556,0,0,1,
2024-11-08 01:35:00,95,motorbike,0.92,453,273,822,441,0,0,0,
2024-11-08 01:36:00,96,bus,1.0,291,265,411,460,0,0,0,
2024-11-08 01:37:00,97,car,0.92,373,279,688,536,1,0,0,
2024-11-08 01:38:00,98,motorbike,0.72,299,406,791,676,0,0,0,
2024-11-08 01:39:00,99,fire_hydrant,0.91,222,244,415,724,0,0,0,
2024-11-08 01:40:00,100,motorbike,0.99,238,50,704,314,0,0,0,
2024-11-08 01:41:00,101,motorbike,0.76,152,382,281,576,0,0,0,
2024-11-08 01:42:00,102,ambulance,0.86,449,372,796,384,0,0,1,
2024-11-08 01:43:00,103,car,0.81,112,354,429,451,1,0,0,
2024-11-08 01:44:00,104,bus,0.65,124,251,137,373,0,0,0,
2024-11-08 01:45:00,105,bus,0.92,43,244,242,663,0,0,0,
2024-11-08 01:46:00,106,bus,0.71,18,449,471,631,0,0,0,
2024-11-08 01:47:00,107,car,0.87,339,85,341,485,1,0,0,
2024-11-08 01:48:00,108,motorbike,0.64,179,54,489,112,0,0,0,
2024-11-08 01:49:00,109,fire_hydrant,0.61,258,358,356,500,0,0,0,
2024-11-08 01:50:00,110,car,0.65,186,443,637,839,1,0,0,
2024-11-08 01:51:00,111,motorbike,0.9,402,309,862,356,0,0,0,
2024-11-08 01:52:00,112,ambulance,0.86,60,294,85,733,0,0,1,
2024-11-08 01:53:00,113,car,0.99,348,299,422,719,1,0,0,
2024-11-08 01:54:00,114,fire_hydrant,0.66,122,108,124,489,0,0,0,
2024-11-08 01:55:00,115,truck,0.73,251,125,616,532,0,1,0,
2024-11-08 01:56:00,116,ambulance,0.9,353,49,813,199,0,0,1,
2024-11-08 01:57:00,117,car,0.84,220,132,669,557,1,0,0,
2024-11-08 01:58:00,118,motorbike,0.94,225,123,237,442,0,0,0,
2024-11-08 01:59:00,119,motorbike,0.86,426,275,444,395,0,0,0,
2024-11-08 02:00:00,120,fire_hydrant,0.84,417,344,905,490,0,0,0,
2024-11-08 02:01:00,121,truck,0.82,175,231,354,279,0,1,0,
2024-11-08 02:02:00,122,ambulance,0.98,428,231,861,397,0,0,1,
2024-11-08 02:03:00,123,ambulance,0.77,192,250,247,327,0,0,1,
2024-11-08 02:04:00,124,truck,0.9,356,32,381,53,0,1,0,
2024-11-08 02:05:00,125,ambulance,0.86,76,208,551,380,0,0,1,
2024-11-08 02:06:00,126,car,0.76,458,280,825,319,1,0,0,
2024-11-08 02:07:00,127,fire_hydrant,0.91,245,391,424,396,0,0,0,
2024-11-08 02:08:00,128,truck,0.98,472,200,807,268,0,1,0,
2024-11-08 02:09:00,129,motorbike,0.72,443,167,502,533,0,0,0,
2024-11-08 02:10:00,130,fire_hydrant,0.61,137,165,323,503,0,0,0,
2024-11-08 02:11:00,131,motorbike,0.8,275,463,286,538,0,0,0,
2024-11-08 02:12:00,132,fire_hydrant,0.89,221,155,403,649,0,0,0,
2024-11-08 02:13:00,133,car,0.77,156,469,410,803,1,0,0,
2024-11-08 02:14:00,134,bus,0.97,76,68,469,323,0,0,0,
2024-11-08 02:15:00,135,truck,0.96,445,220,511,431,0,1,0,
2024-11-08 02:16:00,136,fire_hydrant,1.0,110,313,500,473,0,0,0,
2024-11-08 02:17:00,137,fire_hydrant,0.97,464,56,901,469,0,0,0,
2024-11-08 02:18:00,138,car,0.94,411,312,699,571,1,0,0,
2024-11-08 02:19:00,139,ambulance,0.92,160,410,547,620,0,0,1,
2024-11-08 02:20:00,140,truck,0.75,466,260,693,531,0,1,0,
2024-11-08 02:21:00,141,motorbike,0.66,95,396,151,421,0,0,0,
2024-11-08 02:22:00,142,motorbike,0.99,219,464,251,518,0,0,0,
2024-11-08 02:23:00,143,truck,0.69,115,283,432,714,0,1,0,
2024-11-08 02:24:00,144,ambulance,0.63,15,66,28,116,0,0,1,
2024-11-08 02:25:00,145,bus,0.93,430,0,778,78,0,0,0,
2024-11-08 02:26:00,146,fire_hydrant,0.74,219,192,421,424,0,0,0,
2024-11-08 02:27:00,147,truck,0.7,390,348,702,728,0,1,0,
2024-11-08 02:28:00,148,truck,0.77,332,205,535,445,0,1,0,
2024-11-08 02:29:00,149,motorbike,0.8,46,44,478,319,0,0,0,
2024-11-08 02:30:00,150,car,0.84,189,77,615,137,1,0,0,
2024-11-08 02:31:00,151,ambulance,0.83,43,428,247,631,0,0,1,
2024-11-08 02:32:00,152,ambulance,0.6,169,479,446,730,0,0,1,
2024-11-08 02:33:00,153,car,0.7,107,264,173,364,1,0,0,
2024-11-08 02:34:00,154,fire_hydrant,0.96,65,133,70,260,0,0,0,
2024-11-08 02:35:00,155,fire_hydrant,0.82,98,39,173,478,0,0,0,
2024-11-08 02:36:00,156,fire_hydrant,0.77,301,48,781,187,0,0,0,
2024-11-08 02:37:00,157,motorbike,0.99,382,461,609,935,0,0,0,
2024-11-08 02:38:00,158,fire_hydrant,0.69,11,466,399,606,0,0,0,
2024-11-08 02:39:00,159,ambulance,0.8,292,459,599,822,0,0,1,
2024-11-08 02:40:00,160,car,0.8,162,206,660,591,1,0,0,
2024-11-08 02:41:00,161,fire_hydrant,0.62,261,372,684,865,0,0,0,
2024-11-08 02:42:00,162,ambulance,0.8,227,150,706,233,0,0,1,
2024-11-08 02:43:00,163,bus,0.8,418,445,438,580,0,0,0,
2024-11-08 02:44:00,164,ambulance,0.67,235,19,677,156,0,0,1,
2024-11-08 02:45:00,165,fire_hydrant,0.85,216,258,483,419,0,0,0,
2024-11-08 02:46:00,166,ambulance,0.74,163,411,239,610,0,0,1,
2024-11-08 02:47:00,167,car,0.77,375,499,397,558,1,0,0,
2024-11-08 02:48:00,168,fire_hydrant,0.62,57,10,437,209,0,0,0,
2024-11-08 02:49:00,169,ambulance,0.74,273,267,440,521,0,0,1,
2024-11-08 02:50:00,170,fire_hydrant,0.95,407,370,727,820,0,0,0,
2024-11-08 02:51:00,171,fire_hydrant,0.64,432,325,476,477,0,0,0,
2024-11-08 02:52:00,172,car,0.76,271,56,696,87,1,0,0,
2024-11-08 02:53:00,173,motorbike,0.63,253,317,690,568,0,0,0,
2024-11-08 02:54:00,174,motorbike,0.73,28,55,214,454,0,0,0,
2024-11-08 02:55:00,175,ambulance,0.67,404,250,670,415,0,0,1,
2024-11-08 02:56:00,176,car,0.67,97,19,541,450,1,0,0,
2024-11-08 02:57:00,177,bus,0.66,231,209,570,708,0,0,0,
2024-11-08 02:58:00,178,truck,0.69,272,181,593,560,0,1,0,
2024-11-08 02:59:00,179,fire_hydrant,0.73,85,123,188,514,0,0,0,
2024-11-08 03:00:00,180,truck,0.89,23,460,282,645,0,1,0,
2024-11-08 03:01:00,181,car,0.8,318,310,650,446,1,0,0,
2024-11-08 03:02:00,182,car,0.7,210,309,227,364,1,0,0,
2024-11-08 03:03:00,183,truck,0.64,277,56,674,101,0,1,0,
2024-11-08 03:04:00,184,car,0.74,366,139,853,283,1,0,0,
2024-11-08 03:05:00,185,truck,0.6,131,286,261,668,0,1,0,
2024-11-08 03:06:00,186,fire_hydrant,0.8,372,70,790,248,0,0,0,
2024-11-08 03:07:00,187,motorbike,0.73,2,457,383,833,0,0,0,
2024-11-08 03:08:00,188,ambulance,0.63,335,404,750,694,0,0,1,
2024-11-08 03:09:00,189,bus,0.61,218,482,603,708,0,0,0,
2024-11-08 03:10:00,190,ambulance,0.6,254,408,294,563,0,0,1,
2024-11-08 03:11:00,191,ambulance,0.62,218,403,402,805,0,0,1,
2024-11-08 03:12:00,192,motorbike,0.83,428,467,798,952,0,0,0,
2024-11-08 03:13:00,193,bus,0.75,131,474,621,794,0,0,0,
2024-11-08 03:14:00,194,car,0.81,119,156,320,521,1,0,0,
2024-11-08 03:15:00,195,motorbike,0.94,31,471,79,855,0,0,0,
2024-11-08 03:16:00,196,car,0.83,226,161,568,593,1,0,0,
2024-11-08 03:17:00,197,motorbike,0.68,307,68,363,440,0,0,0,
2024-11-08 03:18:00,198,fire_hydrant,0.63,104,131,520,437,0,0,0,
2024-11-08 03:19:00,199,truck,0.94,478,42,726,272,0,1,0,
2024-11-08 03:20:00,200,truck,0.91,38,272,498,561,0,1,0,
2024-11-08 03:21:00,201,car,0.68,23,147,371,156,1,0,0,
2024-11-08 03:22:00,202,car,0.91,308,416,572,702,1,0,0,
2024-11-08 03:23:00,203,bus,0.69,144,422,640,597,0,0,0,
2024-11-08 03:24:00,204,truck,0.96,440,492,684,595,0,1,0,
2024-11-08 03:25:00,205,fire_hydrant,0.66,236,233,556,572,0,0,0,
2024-11-08 03:26:00,206,ambulance,0.63,23,65,354,414,0,0,1,
2024-11-08 03:27:00,207,fire_hydrant,0.74,322,111,786,406,0,0,0,
2024-11-08 03:28:00,208,motorbike,0.98,266,379,518,856,0,0,0,
2024-11-08 03:29:00,209,motorbike,0.87,399,200,672,543,0,0,0,
2024-11-08 03:30:00,210,motorbike,0.74,2,102,26,335,0,0,0,
2024-11-08 03:31:00,211,ambulance,0.75,379,206,597,407,0,0,1,
2024-11-08 03:32:00,212,ambulance,0.61,473,147,735,318,0,0,1,
2024-11-08 03:33:00,213,fire_hydrant,0.69,40,349,119,470,0,0,0,
2024-11-08 03:34:00,214,ambulance,0.67,330,445,710,732,0,0,1,
2024-11-08 03:35:00,215,bus,0.7,324,418,377,485,0,0,0,
2024-11-08 03:36:00,216,fire_hydrant,0.7,388,420,493,880,0,0,0,
2024-11-08 03:37:00,217,car,0.62,132,201,373,642,1,0,0,
2024-11-08 03:38:00,218,bus,0.63,455,182,537,607,0,0,0,
2024-11-08 03:39:00,219,truck,0.66,210,232,324,570,0,1,0,
2024-11-08 03:40:00,220,bus,0.98,51,34,149,314,0,0,0,
2024-11-08 03:41:00,221,bus,0.87,79,138,163,602,0,0,0,
2024-11-08 03:42:00,222,car,0.83,382,86,870,91,1,0,0,
2024-11-08 03:43:00,223,fire_hydrant,0.87,438,390,727,401,0,0,0,
2024-11-08 03:44:00,224,ambulance,0.87,472,367,862,501,0,0,1,
2024-11-08 03:45:00,225,bus,0.63,427,268,837,603,0,0,0,
2024-11-08 03:46:00,226,motorbike,0.91,131,448,570,727,0,0,0,
2024-11-08 03:47:00,227,ambulance,0.64,270,428,548,554,0,0,1,
2024-11-08 03:48:00,228,fire_hydrant,0.91,45,181,480,280,0,0,0,
2024-11-08 03:49:00,229,truck,0.7,403,266,835,303,0,1,0,
2024-11-08 03:50:00,230,car,0.69,124,261,419,707,1,0,0,
2024-11-08 03:51:00,231,motorbike,0.95,347,417,680,693,0,0,0,
2024-11-08 03:52:00,232,car,0.68,205,49,422,394,1,0,0,
2024-11-08 03:53:00,233,bus,0.78,203,460,606,871,0,0,0,
2024-11-08 03:54:00,234,ambulance,0.81,419,306,867,355,0,0,1,
2024-11-08 03:55:00,235,fire_hydrant,0.83,475,415,713,660,0,0,0,
2024-11-08 03:56:00,236,motorbike,0.79,169,211,418,430,0,0,0,
2024-11-08 03:57:00,237,ambulance,0.83,436,167,498,520,0,0,1,
2024-11-08 03:58:00,238,motorbike,0.97,456,122,911,487,0,0,0,
2024-11-08 03:59:00,239,motorbike,0.7,200,89,461,188,0,0,0,
2024-11-08 04:00:00,240,bus,0.8,91,253,451,617,0,0,0,
2024-11-08 04:01:00,241,ambulance,0.99,262,239,599,671,0,0,1,
2024-11-08 04:02:00,242,bus,0.63,365,149,501,277,0,0,0,
2024-11-08 04:03:00,243,fire_hydrant,0.83,207,3,622,146,0,0,0,
2024-11-08 04:04:00,244,fire_hydrant,0.93,348,306,665,591,0,0,0,
2024-11-08 04:05:00,245,car,0.73,404,150,803,537,1,0,0,
2024-11-08 04:06:00,246,bus,0.78,144,426,552,817,0,0,0,
2024-11-08 04:07:00,247,motorbike,0.93,488,370,817,638,0,0,0,
2024-11-08 04:08:00,248,motorbike,0.83,351,210,672,218,0,0,0,
2024-11-08 04:09:00,249,fire_hydrant,0.94,250,128,699,212,0,0,0,
2024-11-08 04:10:00,250,fire_hydrant,0.66,218,241,553,612,0,0,0,
2024-11-08 04:11:00,251,ambulance,0.89,80,48,324,74,0,0,1,
2024-11-08 04:12:00,252,car,0.77,174,445,664,590,1,0,0,
2024-11-08 04:13:00,253,fire_hydrant,0.66,384,139,848,423,0,0,0,
2024-11-08 04:14:00,254,bus,0.99,382,195,520,196,0,0,0,
2024-11-08 04:15:00,255,car,0.73,260,66,365,537,1,0,0,
2024-11-08 04:16:00,256,ambulance,0.75,209,216,531,351,0,0,1,
2024-11-08 04:17:00,257,fire_hydrant,0.77,278,485,557,606,0,0,0,
2024-11-08 04:18:00,258,car,0.76,159,130,466,252,1,0,0,
2024-11-08 04:19:00,259,truck,0.93,206,283,281,776,0,1,0,
2024-11-08 04:20:00,260,motorbike,0.99,449,156,550,230,0,0,0,
2024-11-08 04:21:00,261,car,0.81,167,380,189,509,1,0,0,
2024-11-08 04:22:00,262,truck,0.76,232,149,623,297,0,1,0,
2024-11-08 04:23:00,263,bus,0.69,29,480,492,772,0,0,0,
2024-11-08 04:24:00,264,motorbike,0.77,202,468,432,921,0,0,0,
2024-11-08 04:25:00,265,motorbike,0.72,231,93,617,267,0,0,0,
2024-11-08 04:26:00,266,motorbike,0.99,381,479,866,718,0,0,0,
2024-11-08 04:27:00,267,truck,0.83,388,405,462,462,0,1,0,
2024-11-08 04:28:00,268,bus,0.96,473,379,805,854,0,0,0,
2024-11-08 04:29:00,269,motorbike,0.7,96,477,139,865,0,0,0,
2024-11-08 04:30:00,270,ambulance,0.88,338,85,573,221,0,0,1,
2024-11-08 04:31:00,271,ambulance,0.68,107,365,521,558,0,0,1,
2024-11-08 04:32:00,272,fire_hydrant,1.0,98,349,575,746,0,0,0,
2024-11-08 04:33:00,273,motorbike,0.76,56,304,119,329,0,0,0,
2024-11-08 04:34:00,274,bus,0.83,344,311,549,636,0,0,0,
2024-11-08 04:35:00,275,fire_hydrant,0.86,342,51,505,286,0,0,0,
2024-11-08 04:36:00,276,bus,0.77,330,159,412,224,0,0,0,
2024-11-08 04:37:00,277,motorbike,0.96,179,477,320,487,0,0,0,
2024-11-08 04:38:00,278,fire_hydrant,0.86,217,108,292,424,0,0,0,
2024-11-08 04:39:00,279,truck,0.83,84,50,123,225,0,1,0,
2024-11-08 04:40:00,280,truck,0.96,196,208,235,382,0,1,0,
2024-11-08 04:41:00,281,truck,0.67,13,453,323,698,0,1,0,
2024-11-08 04:42:00,282,truck,0.71,86,447,483,530,0,1,0,
2024-11-08 04:43:00,283,truck,0.75,48,284,118,739,0,1,0,
2024-11-08 04:44:00,284,truck,0.61,84,251,395,506,0,1,0,
2024-11-08 04:45:00,285,fire_hydrant,0.79,237,152,359,404,0,0,0,
2024-11-08 04:46:00,286,ambulance,0.72,33,306,489,307,0,0,1,
2024-11-08 04:47:00,287,car,0.75,118,164,153,322,1,0,0,
2024-11-08 04:48:00,288,car,0.96,79,68,487,248,1,0,0,
2024-11-08 04:49:00,289,ambulance,0.69,410,351,631,672,0,0,1,
2024-11-08 04:50:00,290,car,0.72,185,15,482,80,1,0,0,
2024-11-08 04:51:00,291,car,0.62,484,460,892,697,1,0,0,
2024-11-08 04:52:00,292,bus,0.8,446,38,540,129,0,0,0,
2024-11-08 04:53:00,293,fire_hydrant,0.74,50,187,384,510,0,0,0,
2024-11-08 04:54:00,294,ambulance,0.66,223,204,698,645,0,0,1,
2024-11-08 04:55:00,295,ambulance,0.61,197,460,345,599,0,0,1,
2024-11-08 04:56:00,296,car,0.99,370,82,467,476,1,0,0,
2024-11-08 04:57:00,297,truck,0.76,350,161,668,396,0,1,0,
2024-11-08 04:58:00,298,fire_hydrant,0.88,419,84,769,502,0,0,0,
2024-11-08 04:59:00,299,car,0.91,472,121,842,540,1,0,0,
2024-11-08 05:00:00,300,car,0.71,280,404,439,878,1,0,0,
2024-11-08 05:01:00,301,truck,0.99,153,371,646,714,0,1,0,
2024-11-08 05:02:00,302,truck,0.78,407,390,647,411,0,1,0,
2024-11-08 05:03:00,303,car,0.83,376,176,532,603,1,0,0,
2024-11-08 05:04:00,304,ambulance,0.81,358,69,670,327,0,0,1,
2024-11-08 05:05:00,305,truck,0.85,214,424,583,886,0,1,0,
2024-11-08 05:06:00,306,motorbike,0.72,98,201,356,571,0,0,0,
2024-11-08 05:07:00,307,ambulance,0.99,210,365,535,391,0,0,1,
2024-11-08 05:08:00,308,car,0.86,43,214,248,460,1,0,0,
2024-11-08 05:09:00,309,motorbike,0.63,94,469,319,757,0,0,0,
2024-11-08 05:10:00,310,car,0.63,179,3,353,248,1,0,0,
2024-11-08 05:11:00,311,ambulance,0.67,499,372,796,447,0,0,1,
2024-11-08 05:12:00,312,bus,1.0,227,338,302,678,0,0,0,
2024-11-08 05:13:00,313,ambulance,0.76,106,306,597,467,0,0,1,
2024-11-08 05:14:00,314,bus,0.85,125,423,567,541,0,0,0,
2024-11-08 05:15:00,315,ambulance,0.71,464,227,729,628,0,0,1,
2024-11-08 05:16:00,316,fire_hydrant,0.96,8,28,69,111,0,0,0,
2024-11-08 05:17:00,317,bus,0.99,272,150,477,355,0,0,0,
2024-11-08 05:18:00,318,bus,0.97,474,31,510,56,0,0,0,
2024-11-08 05:19:00,319,car,0.93,428,237,888,586,1,0,0,
2024-11-08 05:20:00,320,car,0.76,83,129,511,253,1,0,0,
2024-11-08 05:21:00,321,car,0.75,426,398,580,517,1,0,0,
2024-11-08 05:22:00,322,motorbike,0.92,348,240,374,374,0,0,0,
2024-11-08 05:23:00,323,fire_hydrant,0.79,361,401,860,729,0,0,0,
2024-11-08 05:24:00,324,bus,1.0,339,94,546,249,0,0,0,
2024-11-08 05:25:00,325,car,0.65,485,336,878,746,1,0,0,
2024-11-08 05:26:00,326,fire_hydrant,0.83,77,83,405,411,0,0,0,
2024-11-08 05:27:00,327,car,0.61,246,179,315,601,1,0,0,
2024-11-08 05:28:00,328,motorbike,0.98,76,225,240,229,0,0,0,
2024-11-08 05:29:00,329,car,0.86,160,497,369,781,1,0,0,
2024-11-08 05:30:00,330,motorbike,0.8,78,185,172,314,0,0,0,
2024-11-08 05:31:00,331,motorbike,0.63,70,395,130,443,0,0,0,
2024-11-08 05:32:00,332,car,0.7,273,103,274,258,1,0,0,
2024-11-08 05:33:00,333,motorbike,0.95,381,395,526,844,0,0,0,
2024-11-08 05:34:00,334,motorbike,0.83,66,334,509,755,0,0,0,
2024-11-08 05:35:00,335,ambulance,0.78,448,232,922,550,0,0,1,
2024-11-08 05:36:00,336,bus,0.94,128,427,413,523,0,0,0,
2024-11-08 05:37:00,337,bus,0.93,45,305,74,778,0,0,0,
2024-11-08 05:38:00,338,bus,0.62,408,5,885,288,0,0,0,
2024-11-08 05:39:00,339,fire_hydrant,0.9,128,118,447,210,0,0,0,
2024-11-08 05:40:00,340,ambulance,0.66,44,294,147,689,0,0,1,
2024-11-08 05:41:00,341,ambulance,0.86,52,150,468,516,0,0,1,
2024-11-08 05:42:00,342,fire_hydrant,0.68,376,365,405,392,0,0,0,
2024-11-08 05:43:00,343,motorbike,0.76,276,28,542,318,0,0,0,
2024-11-08 05:44:00,344,bus,0.7,131,298,257,425,0,0,0,
2024-11-08 05:45:00,345,fire_hydrant,0.86,288,185,483,585,0,0,0,
2024-11-08 05:46:00,346,fire_hydrant,0.93,12,128,175,226,0,0,0,
2024-11-08 05:47:00,347,fire_hydrant,0.65,478,86,570,420,0,0,0,
2024-11-08 05:48:00,348,fire_hydrant,0.76,402,300,628,729,0,0,0,
2024-11-08 05:49:00,349,ambulance,0.66,283,441,653,882,0,0,1,
2024-11-08 05:50:00,350,bus,0.74,254,494,565,588,0,0,0,
2024-11-08 05:51:00,351,bus,0.78,273,259,358,758,0,0,0,
2024-11-08 05:52:00,352,car,0.69,307,353,503,481,1,0,0,
2024-11-08 05:53:00,353,car,0.89,266,81,555,321,1,0,0,
2024-11-08 05:54:00,354,fire_hydrant,0.93,263,490,517,602,0,0,0,
2024-11-08 05:55:00,355,ambulance,0.71,313,198,756,261,0,0,1,
2024-11-08 05:56:00,356,truck,0.62,463,158,522,536,0,1,0,
2024-11-08 05:57:00,357,car,0.61,351,374,592,680,1,0,0,
2024-11-08 05:58:00,358,truck,0.72,99,307,103,602,0,1,0,
2024-11-08 05:59:00,359,fire_hydrant,0.97,229,442,284,658,0,0,0,
